year,state_name,ac_name,total_electors,total_valid_votes,turnout,margin,num_candidates,winner_vote_share,turnout_change,avg_turnout,turnout_volatility,low_turnout_score,negative_trend_score,volatility_score,large_electorate_penalty,priority_score
2019,Andhra Pradesh,Etcherla,232070,195372,84.19,75893,10,51.02,1.4899999999999949,82.55,1.71991278848667,0.17910249601699413,0.0,0.031948183356995605,0.04757391237076785,0.08278802631527356
2009,Andhra Pradesh,Gadwal,185240,141325,76.29,43601,14,44.88,,76.29,,0.2622145512480083,0.0,0.0,0.05541741418257151,0.11042756191746048
2009,Andhra Pradesh,Gajapathinagaram,179737,150465,83.71,32788,8,44.31,,85.33,1.5955876660340635,0.14219330855018575,0.0,0.029638786139540362,0.029144695345854975,0.06571955018256788
2014,Andhra Pradesh,Gajapathinagaram,187066,159713,85.38,43189,8,40.77,1.6700000000000017,85.33,1.5955876660340635,0.14219330855018575,0.0,0.029638786139540362,0.030352623007489237,0.0658403429487313
2019,Andhra Pradesh,Gajapathinagaram,198309,172331,86.9,61621,10,54.12,1.5200000000000102,85.33,1.5955876660340635,0.14219330855018575,0.0,0.029638786139540362,0.03220563579228307,0.06602564422721069
2009,Andhra Pradesh,Gajuwaka,220901,153596,69.53,17907,11,33.2,,66.24333333333334,2.8642683766248744,0.3956009913258982,0.0,0.053205122894965234,0.09995969764689935,0.17887739087404228
2014,Andhra Pradesh,Gajuwaka,290224,188401,64.92,71770,17,51.54,-4.609999999999999,66.24333333333334,2.8642683766248744,0.3956009913258982,0.048556983357910255,0.053205122894965234,0.13174686040590983,0.1966232021573164
2019,Andhra Pradesh,Gajuwaka,310011,199284,64.28,53872,13,37.78,-0.6400000000000006,66.24333333333334,2.8642683766248744,0.3956009913258982,0.006741099641879088,0.053205122894965234,0.14081993268368978,0.18498574427028505
2009,Andhra Pradesh,Gajwel,209644,177095,84.47,47419,9,42.04,,84.47,,0.15361125862984593,0.0,0.0,0.036809897245694966,0.06512549317650787
2009,Andhra Pradesh,Gangadhara Nellore,163206,136442,83.6,39018,11,45.62,,84.77333333333333,1.4468701853771546,0.14958399716764026,0.0,0.026876289475626407,0.027793364343580925,0.0679881931965395
2014,Andhra Pradesh,Gangadhara Nellore,184535,155623,84.33,62006,13,54.32,0.730000000000004,84.77333333333333,1.4468701853771546,0.14958399716764026,0.0,0.026876289475626407,0.03149141345141637,0.06835799810732303
2019,Andhra Pradesh,Gangadhara Nellore,199874,172673,86.39,54080,12,59.67,2.0600000000000023,84.77333333333333,1.4468701853771546,0.14958399716764026,0.0,0.026876289475626407,0.03415090875195029,0.06862394763737642
2009,Andhra Pradesh,Gannavaram,201578,174847,86.74,47117,12,47.02,,86.23666666666666,0.6373643646559903,0.13015577978403248,0.0,0.011839340763993863,0.029972401370522577,0.05742742020346402
2014,Andhra Pradesh,Gannavaram,230634,199378,86.45,85223,12,52.49,-0.28999999999999204,86.23666666666666,0.6373643646559903,0.13015577978403248,0.0030545607752263753,0.011839340763993863,0.034355854133450305,0.058782133712324706
2019,Andhra Pradesh,Gannavaram,258084,220718,85.52,96368,15,47.07,-0.9300000000000068,86.23666666666666,0.6373643646559903,0.13015577978403248,0.009795660417105612,0.011839340763993863,0.03849702216560773,0.061218580408104226
2009,Andhra Pradesh,Ghanpur,225885,171646,75.99,30877,11,39.71,,75.60499999999999,0.5444722215136337,0.2713090812533192,0.0,0.01011382581846714,0.0701211831140873,0.11755851597642984
2012,Andhra Pradesh,Ghanpur,225885,169907,75.22,32638,5,47.84,-0.769999999999996,75.60499999999999,0.5444722215136337,0.2713090812533192,0.008110385506635728,0.01011382581846714,0.0701211831140873,0.11999163162842057
2009,Andhra Pradesh,Giddalur,199046,148030,74.37,32139,16,37.54,,78.98,4.124354494948263,0.2265002655337226,0.0,0.07661181108479057,0.051493968192626124,0.11107186524970977
2014,Andhra Pradesh,Giddalur,226925,182105,80.25,79587,15,51.85,5.8799999999999955,78.98,4.124354494948263,0.2265002655337226,0.0,0.07661181108479057,0.05881315704173658,0.11180378413462082
2019,Andhra Pradesh,Giddalur,238144,196036,82.32,81035,14,67.9,2.069999999999993,78.98,4.124354494948263,0.2265002655337226,0.0,0.07661181108479057,0.061758527381353144,0.11209832116858247
2009,Andhra Pradesh,Gopalapuram,190448,163337,85.76,28805,10,43.26,,86.20333333333333,0.6264449962553212,0.13059833598867043,0.0,0.011636508395897971,0.028389507832733165,0.05740558685792108
2014,Andhra Pradesh,Gopalapuram,214379,186346,86.92,81071,7,51.14,1.1599999999999966,86.20333333333333,0.6264449962553212,0.13059833598867043,0.0,0.011636508395897971,0.032012067402461535,0.05776784281489392
2019,Andhra Pradesh,Gopalapuram,232124,199464,85.93,68442,8,56.04,-0.9899999999999949,86.20333333333333,0.6264449962553212,0.13059833598867043,0.01042763850853165,0.011636508395897971,0.03469822007325799,0.06116474963453306
2009,Andhra Pradesh,Goshamahal,207026,122759,59.3,20488,18,45.48,,59.3,,0.4877854487519915,0.0,0.0,0.11540794320710152,0.20665497382150674
2009,Andhra Pradesh,Gudivada,180560,147866,81.89,28822,13,46.01,,80.90666666666667,0.8655826554023208,0.20092051690564694,0.0,0.016078602107354942,0.04137339999419251,0.08772126718314902
2014,Andhra Pradesh,Gudivada,197388,158425,80.26,66655,13,51.32,-1.6299999999999955,80.90666666666667,0.8655826554023208,0.20092051690564694,0.01716873815041074,0.016078602107354942,0.045292387110317335,0.09326378733988473
2019,Andhra Pradesh,Gudivada,208393,167902,80.57,67069,13,53.5,0.30999999999998806,80.90666666666667,0.8655826554023208,0.20092051690564694,0.0,0.016078602107354942,0.04785528544719359,0.08836945572844913
2009,Andhra Pradesh,Gudur,210676,152836,72.55,25774,8,42.09,,76.17999999999999,3.145425249469463,0.2636749867233139,0.0,0.05842774312655381,0.0634998937595496,0.1235055326905913
2014,Andhra Pradesh,Gudur,215204,168083,78.1,62013,14,48.01,5.549999999999997,76.17999999999999,3.145425249469463,0.2636749867233139,0.0,0.05842774312655381,0.06488375452492337,0.12364391876712867
2019,Andhra Pradesh,Gudur,236529,184230,77.89,61416,13,59.58,-0.20999999999999375,76.17999999999999,3.145425249469463,0.2636749867233139,0.002211923319991508,0.05842774312655381,0.07140116415866803,0.12495923672650058
2009,Andhra Pradesh,Guntakal,217807,139770,64.17,31336,7,43.71,,71.41333333333334,6.298304004518467,0.32696052398654607,0.0,0.11699393860051828,0.08144320285029512,0.16232731759975158
2014,Andhra Pradesh,Guntakal,232125,172869,74.47,72696,22,47.24,10.299999999999997,71.41333333333334,6.298304004518467,0.32696052398654607,0.0,0.11699393860051828,0.0868693894480184,0.16286993625952392
2019,Andhra Pradesh,Guntakal,252719,191057,75.6,48532,13,55.96,1.1299999999999955,71.41333333333334,6.298304004518467,0.32696052398654607,0.0,0.11699393860051828,0.09467403302907114,0.1636504006176292
2009,Andhra Pradesh,Guntur East,183679,118574,64.56,27619,15,38.45,,67.79333333333334,2.923428352693685,0.3750221278102318,0.0,0.05430404708199036,0.07858005155039219,0.16872766569553005
2014,Andhra Pradesh,Guntur East,226859,155549,68.57,66748,20,47.66,4.009999999999991,67.79333333333334,2.923428352693685,0.3750221278102318,0.0,0.05430404708199036,0.09734971895985663,0.17060463243647647
2019,Andhra Pradesh,Guntur East,229909,161522,70.25,33448,28,47.7,1.6800000000000068,67.79333333333334,2.923428352693685,0.3750221278102318,0.0,0.05430404708199036,0.09867550602791744,0.17073721114328255
2009,Andhra Pradesh,Guntur West,196858,129170,65.62,29217,17,34.59,,65.82000000000001,0.19078784028338674,0.4012214551248007,0.0,0.003543973243563142,0.09019862868941217,0.17021723956757412
2014,Andhra Pradesh,Guntur West,259664,171377,66.0,37649,20,46.0,0.37999999999999545,65.82000000000001,0.19078784028338674,0.4012214551248007,0.0,0.003543973243563142,0.11940666293189862,0.17313804299182278
2019,Andhra Pradesh,Guntur West,265258,174645,65.84,39706,35,41.15,-0.1599999999999966,65.82000000000001,0.19078784028338674,0.4012214551248007,0.0016852749104697346,0.003543973243563142,0.12200816188984007,0.17390377536075782
2009,Andhra Pradesh,Gurajala,212059,165790,78.18,37666,15,43.58,,81.11333333333333,2.8224516529665,0.1981766684368914,0.0,0.05242835772188802,0.048043851941264315,0.09456072411326061
2014,Andhra Pradesh,Gurajala,238623,194112,81.35,85746,24,48.85,3.1699999999999875,81.11333333333333,2.8224516529665,0.1981766684368914,0.0,0.05242835772188802,0.05414572319926793,0.09517091123906096
2019,Andhra Pradesh,Gurajala,268598,225103,83.81,76088,15,52.07,2.460000000000008,81.11333333333333,2.8224516529665,0.1981766684368914,0.0,0.05242835772188802,0.061031116624906324,0.09585945058162482
2009,Andhra Pradesh,Hindupur,206337,143664,69.63,14812,13,31.68,,74.63,4.366188268959551,0.2842538502389803,0.0,0.08110398638911225,0.06702623195664364,0.13662496056907894
2014,Andhra Pradesh,Hindupur,208327,159506,76.57,56912,10,51.12,6.939999999999998,74.63,4.366188268959551,0.2842538502389803,0.0,0.08110398638911225,0.06768188861801973,0.13669052623521655
2019,Andhra Pradesh,Hindupur,229340,178167,77.69,70371,12,51.47,1.1200000000000045,74.63,4.366188268959551,0.2842538502389803,0.0,0.08110398638911225,0.07460516169615825,0.1373828535430304
2009,Andhra Pradesh,Husnabad,233615,164666,70.49,21410,15,29.98,,78.40333333333332,7.044326322178249,0.23415648787396004,0.0,0.13085165159187107,0.06261689706343372,0.1260946151743016
2014,Andhra Pradesh,Husnabad,217367,175485,80.73,57622,13,55.0,10.240000000000009,78.40333333333332,7.044326322178249,0.23415648787396004,0.0,0.13085165159187107,0.058207053824547536,0.12565363085041298
2018,Andhra Pradesh,Husnabad,222431,186819,83.99,70530,15,62.67,3.259999999999991,78.40333333333332,7.044326322178249,0.23415648787396004,0.0,0.13085165159187107,0.05958146582366864,0.1257910720503251
2009,Andhra Pradesh,Huzurabad,204056,146178,71.64,18724,14,38.82,,75.27,7.281858737071647,0.2757567711099309,0.0,0.13526392714156418,0.0642935765825687,0.14378485153054207
2010,Andhra Pradesh,Huzurabad,204056,138105,67.68,79227,69,67.36,-3.9599999999999937,75.27,7.281858737071647,0.2757567711099309,0.041710554034126754,0.13526392714156418,0.0642935765825687,0.15629801774078012
2014,Andhra Pradesh,Huzurabad,209783,162201,77.32,57037,9,58.76,9.639999999999986,75.27,7.281858737071647,0.2757567711099309,0.0,0.13526392714156418,0.0661240794514856,0.14396790181743377
2018,Andhra Pradesh,Huzurabad,209224,176675,84.44,58254,10,59.34,7.1200000000000045,75.27,7.281858737071647,0.2757567711099309,0.0,0.13526392714156418,0.06594540805219722,0.14395003467750495
2009,Andhra Pradesh,Huzurnagar,214836,167440,77.94,29194,13,48.28,,77.94,,0.24030801911842803,0.0,0.0,0.05903123179685178,0.1020263308270564
2009,Andhra Pradesh,Ibrahimpatnam,196880,154627,78.54,26961,11,36.54,,77.89666666666666,1.3094400839035538,0.2408833421844574,0.0,0.024323461151980776,0.05415914670548725,0.10663394377472783
2014,Andhra Pradesh,Ibrahimpatnam,230388,181443,78.76,15086,26,26.67,0.21999999999999886,77.89666666666666,1.3094400839035538,0.2408833421844574,0.0,0.024323461151980776,0.06351476125474834,0.10756950522965394
2018,Andhra Pradesh,Ibrahimpatnam,257681,196851,76.39,54152,20,36.87,-2.3700000000000045,77.89666666666666,1.3094400839035538,0.2408833421844574,0.024963134611333523,0.024323461151980776,0.07113511424188522,0.11582048091176769
2009,Andhra Pradesh,Ichchapuram,186252,136222,73.14,34034,5,33.24,,71.39999999999999,1.802997504158005,0.32713754646840154,0.0,0.03349152075654319,0.06952221728050723,0.14450554446671998
2014,Andhra Pradesh,Ichchapuram,224989,160919,71.52,54955,9,53.95,-1.6200000000000045,71.39999999999999,1.802997504158005,0.32713754646840154,0.017063408468506472,0.03349152075654319,0.08421058110664663,0.15109340338988586
2019,Andhra Pradesh,Ichchapuram,247941,172423,69.54,61724,7,46.39,-1.9799999999999898,71.39999999999999,1.802997504158005,0.32713754646840154,0.0208552770170633,0.03349152075654319,0.09291356085566053,0.1531012619293543
2009,Andhra Pradesh,Jadcherla,196625,140215,71.31,44375,11,47.68,,71.31,,0.328332448220924,0.0,0.0,0.07372377293178481,0.1387053565815481
2009,Andhra Pradesh,Jaggampeta,186347,146893,78.83,29992,11,34.84,,82.68666666666667,3.4966603114019175,0.17728801557797835,0.0,0.0649520984515103,0.03769619962500097,0.08767524588399349
2014,Andhra Pradesh,Jaggampeta,198874,166213,83.58,70314,11,53.03,4.75,82.68666666666667,3.4966603114019175,0.17728801557797835,0.0,0.0649520984515103,0.04027040683215734,0.08793266660470912
2019,Andhra Pradesh,Jaggampeta,211481,181127,85.65,59482,12,51.62,2.0700000000000074,82.68666666666667,3.4966603114019175,0.17728801557797835,0.0,0.0649520984515103,0.04286105345629883,0.08819173126712328
2009,Andhra Pradesh,Jaggayyapeta,168087,148234,88.19,63378,19,50.67,,89.25666666666666,0.9430977326519979,0.09006018764383072,0.0,0.017518480871837747,0.01724309585390241,0.041252080817290086
2014,Andhra Pradesh,Jaggayyapeta,184960,165720,89.6,77112,15,48.84,1.4099999999999966,89.25666666666666,0.9430977326519979,0.09006018764383072,0.0,0.017518480871837747,0.019004431804592832,0.041428214412359124
2019,Andhra Pradesh,Jaggayyapeta,195729,176115,89.98,81871,11,49.95,0.38000000000000966,89.25666666666666,0.9430977326519979,0.09006018764383072,0.0,0.017518480871837747,0.02012858440655959,0.0415406296725558
2009,Andhra Pradesh,Jagtial,195156,133309,68.31,33471,7,54.96,,73.05333333333334,5.341969050203624,0.305186758718357,0.0,0.09922957015365187,0.06800699711980301,0.14872131723005347
2014,Andhra Pradesh,Jagtial,206271,148528,72.01,32403,11,42.16,3.700000000000003,73.05333333333334,5.341969050203624,0.305186758718357,0.0,0.09922957015365187,0.07193880419066111,0.14911449793713927
2018,Andhra Pradesh,Jagtial,202590,159720,78.84,61185,11,65.27,6.829999999999998,73.05333333333334,5.341969050203624,0.305186758718357,0.0,0.09922957015365187,0.07063669156557531,0.1489842866746307
2009,Andhra Pradesh,Jammalamadugu,206569,174338,84.4,72372,15,48.42,,85.47666666666667,0.975004273494909,0.14024606124977856,0.0,0.018111159770419407,0.03310732714429989,0.0630313891684253
2014,Andhra Pradesh,Jammalamadugu,227596,196416,86.3,86728,12,51.32,1.8999999999999915,85.47666666666667,0.975004273494909,0.14024606124977856,0.0,0.018111159770419407,0.03652542926230344,0.06337319938022565
2019,Andhra Pradesh,Jammalamadugu,237817,203879,85.73,71104,16,61.31,-0.5699999999999932,85.47666666666667,0.975004273494909,0.14024606124977856,0.006003791868548485,0.018111159770419407,0.038186932175135246,0.06534048723207338
2009,Andhra Pradesh,Jangoan,209425,151269,72.23,51765,12,40.47,,72.23,,0.3161178969729155,0.0,0.0,0.07567115257647497,0.1340142740468137
2009,Andhra Pradesh,Jubilee Hills,259416,136858,52.76,21741,13,39.84,,52.76,,0.574614976101965,0.0,0.0,0.17084476398600193,0.24693046683938621
2009,Andhra Pradesh,Jukkal,165426,127735,77.22,34124,7,57.13,,77.22,,0.24986723313860848,0.0,0.0,0.04706938364727617,0.10465383162017101
2009,Andhra Pradesh,Kadapa,227880,136674,59.98,40274,13,45.08,,60.97,1.628895331198418,0.46561338289962817,0.0,0.030257491576808793,0.12141677438229415,0.20443852891344244
2014,Andhra Pradesh,Kadapa,270099,162279,60.08,45205,15,58.59,0.10000000000000142,60.97,1.628895331198418,0.46561338289962817,0.0,0.030257491576808793,0.14420184833527616,0.20671703630874064
2019,Andhra Pradesh,Kadapa,265211,166688,62.85,54794,16,62.89,2.770000000000003,60.97,1.628895331198418,0.46561338289962817,0.0,0.030257491576808793,0.1415638549796264,0.20645323697317566
2009,Andhra Pradesh,Kadiri,232788,154935,66.56,39154,16,46.67,,73.77,6.485992599440736,0.2956718003186405,0.0,0.12048034191395,0.0787835772573276,0.15024314623597895
2014,Andhra Pradesh,Kadiri,223557,169046,75.62,79402,15,48.29,9.060000000000002,73.77,6.485992599440736,0.2956718003186405,0.0,0.12048034191395,0.07562001997773271,0.14992679050801946
2019,Andhra Pradesh,Kadiri,240086,189980,79.13,71691,12,53.92,3.509999999999991,73.77,6.485992599440736,0.2956718003186405,0.0,0.12048034191395,0.08128467584106537,0.15049325609435274
2009,Andhra Pradesh,Kaikalur,183024,157295,85.94,39300,10,32.01,,86.71,0.9071383576941182,0.12387148167817308,0.0,0.016850518686634074,0.025861297855768132,0.055504826194172865
2014,Andhra Pradesh,Kaikalur,189343,163739,86.48,64126,12,53.8,0.5400000000000063,86.71,0.9071383576941182,0.12387148167817308,0.0,0.016850518686634074,0.026768568237461442,0.0555955532323422
2019,Andhra Pradesh,Kaikalur,195844,171772,87.71,62033,15,47.81,1.2299999999999898,86.71,0.9071383576941182,0.12387148167817308,0.0,0.016850518686634074,0.027701969843947946,0.05568889339299085
2009,Andhra Pradesh,Kakinada City,164965,119664,72.54,19844,16,37.28,,69.16000000000001,2.951728307280328,0.35687732342007417,0.0,0.054829731956352074,0.06703699108518688,0.16042057486781874
2014,Andhra Pradesh,Kakinada City,207111,140523,67.85,49319,16,54.42,-4.690000000000012,69.16000000000001,2.951728307280328,0.35687732342007417,0.04939962081314527,0.054829731956352074,0.08447080320701932,0.1769838423239456
2019,Andhra Pradesh,Kakinada City,255773,171604,67.09,29591,16,43.06,-0.7599999999999909,69.16000000000001,2.951728307280328,0.35687732342007417,0.008005055824731313,0.054829731956352074,0.10459997716119314,0.16657839022283877
2009,Andhra Pradesh,Kakinada Rural,185638,139855,75.34,23090,14,38.25,,74.66333333333334,0.6390878917123598,0.28381129403434213,0.0,0.01187135608406488,0.060112678591464325,0.12191005668969628
2014,Andhra Pradesh,Kakinada Rural,221700,165338,74.58,41686,17,36.98,-0.7600000000000051,74.66333333333334,0.6390878917123598,0.28381129403434213,0.008005055824731464,0.01187135608406488,0.07197573317006155,0.12549787889497543
2019,Andhra Pradesh,Kakinada Rural,249109,184507,74.07,37656,16,40.14,-0.5100000000000051,74.66333333333334,0.6390878917123598,0.28381129403434213,0.005371813777122447,0.01187135608406488,0.0809922730997596,0.12560956027366252
2009,Andhra Pradesh,Kalwakurthy,210938,156071,73.99,32268,8,36.52,,73.99,,0.2927509293680297,0.0,0.0,0.0705910509468009,0.12415947684189198
2009,Andhra Pradesh,Kalyandurg,177742,146301,82.31,57884,8,47.58,,85.02333333333333,2.4003610839482814,0.14626482563285537,0.0,0.044587828258694735,0.02964099466586593,0.07038759537146769
2014,Andhra Pradesh,Kalyandurg,195652,168051,85.89,68121,7,54.73,3.5799999999999983,85.02333333333333,2.4003610839482814,0.14626482563285537,0.0,0.044587828258694735,0.03267734954561552,0.07069123085944265
2019,Andhra Pradesh,Kalyandurg,219685,190841,86.87,39272,16,46.14,0.980000000000004,85.02333333333333,2.4003610839482814,0.14626482563285537,0.0,0.044587828258694735,0.03675176142864298,0.07109867204774539
2009,Andhra Pradesh,Kamalapuram,159975,135080,84.44,57857,16,48.41,,83.60666666666667,1.4088766210471837,0.16507346432996983,0.0,0.02617054127273773,0.030053172214965576,0.07426881120803205
2014,Andhra Pradesh,Kamalapuram,186981,157804,84.4,71807,15,49.78,-0.03999999999999204,83.60666666666667,1.4088766210471837,0.16507346432996983,0.0004213187276173588,0.02617054127273773,0.035220363923411824,0.07491192599716187
2019,Andhra Pradesh,Kamalapuram,193151,158347,81.98,58401,16,55.88,-2.4200000000000017,83.60666666666667,1.4088766210471837,0.16507346432996983,0.025489783020855295,0.02617054127273773,0.036400900576048764,0.08255051895039696
2009,Andhra Pradesh,Kamareddy,199249,144914,72.73,47708,8,60.03,,70.755,2.79307178568686,0.3357010090281466,0.0,0.0518826129648646,0.07639932798022991,0.15229685900225456
2012,Andhra Pradesh,Kamareddy,199249,137051,68.78,44465,9,55.23,-3.950000000000003,70.755,2.79307178568686,0.3357010090281466,0.04160522435222249,0.0518826129648646,0.07639932798022991,0.1647784263079213
